label,schema,short,vaf,identify
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Reduced essential non food expenditure such as education/health:No,/Home_visit_version3/FS/fsg5_VAF/fsg5q3:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Reduced.essential.non.food.expenditure.such.as.education..health.No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Reduced essential non food expenditure such as education/health:No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q3:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Reduced.essential.non.food.expenditure.such.as.education..health.No..because.I.have.exhausted.this.strategy.already.and.cannot.do.it.anymore,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sell household goods (jewelry. phone. furniture. electro domestics. etc):Yes,/Home_visit_version3/FS/fsg5_VAF/fsg5q4:fsg5q1a1,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sell.household.goods..jewelry..phone..furniture..electro.domestics..etc..Yes,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sell household goods (jewelry. phone. furniture. electro domestics. etc):No,/Home_visit_version3/FS/fsg5_VAF/fsg5q4:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sell.household.goods..jewelry..phone..furniture..electro.domestics..etc..No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sell household goods (jewelry. phone. furniture. electro domestics. etc):No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q4:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sell.household.goods..jewelry..phone..furniture..electro.domestics..etc..No..because.I.have.exhausted.this.strategy.already.and.cannot.do.it.anymore,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sell productive assets or means of transport (sewing machine. car. wheel barrow. bicycle. motorbike. etc):Yes,/Home_visit_version3/FS/fsg5_VAF/fsg5q5:fsg5q1a1,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sell.productive.assets.or.means.of.transport..sewing.machine..car..wheel.barrow..bicycle..motorbike..etc..Yes,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sell productive assets or means of transport (sewing machine. car. wheel barrow. bicycle. motorbike. etc):No,/Home_visit_version3/FS/fsg5_VAF/fsg5q5:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sell.productive.assets.or.means.of.transport..sewing.machine..car..wheel.barrow..bicycle..motorbike..etc..No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sell productive assets or means of transport (sewing machine. car. wheel barrow. bicycle. motorbike. etc):No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q5:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sell.productive.assets.or.means.of.transport..sewing.machine..car..wheel.barrow..bicycle..motorbike..etc..No..exhausted.this.strategy,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Since arriving in Jordan. have you accepted high risk. illegal. socially degrading or exploitive temporary jobs:Yes,/Home_visit_version3/FS/fsg5_VAF/fsg5q6:fsg5q1a1,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Since.arriving.in.Jordan..have.you.accepted.high.risk..illegal..socially.degrading.or.exploitive.temporary.jobs.Yes,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Since arriving in Jordan. have you accepted high risk. illegal. socially degrading or exploitive temporary jobs:No,/Home_visit_version3/FS/fsg5_VAF/fsg5q6:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Since.arriving.in.Jordan..have.you.accepted.high.risk..illegal..socially.degrading.or.exploitive.temporary.jobs.No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Since arriving in Jordan. have you accepted high risk. illegal. socially degrading or exploitive temporary jobs:No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q6:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Since.arriving.in.Jordan..have.you.accepted.high.risk..illegal..socially.degrading.or.exploitive.temporary.jobs.No..exhausted.this.strategy,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent adult family members to beg:Yes,/Home_visit_version3/FS/fsg5_VAF/fsg5q7:fsg5q1a1,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.adult.family.members.to.beg.Yes,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent adult family members to beg:No,/Home_visit_version3/FS/fsg5_VAF/fsg5q7:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.adult.family.members.to.beg.No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent adult family members to beg:No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q7:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.adult.family.members.to.beg.No..exhausted.this.strategy,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:Yes,/Home_visit_version3/FS/fsg5_VAF/fsg5q8:fsg5q1a1,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.children..under.18..family.members.to.beg.Yes,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:No,/Home_visit_version3/FS/fsg5_VAF/fsg5q8:fsg5q1a2,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.children..under.18..family.members.to.beg.No,yes,
n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:No. because I have exhausted this strategy already and cannot do it anymore,/Home_visit_version3/FS/fsg5_VAF/fsg5q8:fsg5q1a3,In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.children..under.18..family.members.to.beg.No..because.I.have.exhausted.this.strategy.already.and.cannot.do.it.anymore,yes,
:Do you have a school agged children ?:Yes,/Home_visit_version3/yesnowhy:Yes,Do.you.have.a.school.agged.children....Yes,,
:Do you have a school agged children ?:No,/Home_visit_version3/yesnowhy:No,Do.you.have.a.school.agged.children....No,,
Children Attending school:Number of children/youth attending school:,/Home_visit_version3/EDUG/edug1/edug1q1,Children.Attending.school.Number.of.children..youth.attending.school.,,yes
Currently. how many of your children do the following:Name :,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q4,Currently..how.many.of.your.children.do.the.following.Name..,yes,yes
Currently. how many of your children do the following:Gender ::Male,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q5:edug1q5a1,Currently..how.many.of.your.children.do.the.following.Gender...Male,yes,
Currently. how many of your children do the following:Gender ::Female,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q5:edug1q5a2,Currently..how.many.of.your.children.do.the.following.Gender...Female,yes,
Currently. how many of your children do the following:Age ::6-12 years,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q6:edug1q6a1,Currently..how.many.of.your.children.do.the.following.Age...6..12.years,yes,
Currently. how many of your children do the following:Age ::Between 13-17,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q6:edug1q6a2,Currently..how.many.of.your.children.do.the.following.Age...Between.13..17,yes,
Currently. how many of your children do the following:Age ::Between 16-24,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q6:edug1q6a3,Currently..how.many.of.your.children.do.the.following.Age...Between.16..24,yes,
Currently. how many of your children do the following:Public/Private ::Public,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q7:edug1q7a2,Currently..how.many.of.your.children.do.the.following.Public..Private...Public,yes,
Currently. how many of your children do the following:Public/Private ::Private,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q7:edug1q7a1,Currently..how.many.of.your.children.do.the.following.Public..Private...Private,yes,
Currently. how many of your children do the following:Public/Private ::Other educational services (community centers. etc.),/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q7:edug1q7a3,Currently..how.many.of.your.children.do.the.following.Public..Private...Other.educational.services..community.centers..etc..,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Specific need/disability,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a1,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Specific.need..disability,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Psychological condition,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a2,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Psychological.condition,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Better quality of education,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a3,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Better.quality.of.education,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Violence at public school,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a4,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Violence.at.public.school,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:No access to public school,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a5,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...No.access.to.public.school,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Donation,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a6,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Donation,yes,
Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Other reasons,/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a7,Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Other.reasons,yes,
Children Not Attending School:Number of children not attending school :Male:______________,/Home_visit_version3/EDUG/edug2/edug2q1,Children.Not.Attending.School.Number.of.children.not.attending.school..Male.,,
Children Not Attending School:Number of children not attending school :Female:______________,/Home_visit_version3/EDUG/edug2/edug21q17,Children.Not.Attending.School.Number.of.children.not.attending.school..Female.,,
Children Not Attending School:What are the reasons ::Not interested in school (/cultural/not useful),/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a1_VAF,Children.Not.Attending.School.What.are.the.reasons...Not.interested.in.school....cultural..not.useful..,yes,
Children Not Attending School:What are the reasons ::Child marriage/engagement,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a2_VAF,Children.Not.Attending.School.What.are.the.reasons...Child.marriage..engagement,yes,
Children Not Attending School:What are the reasons ::Child labor/work with other priorities,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a3_VAF,Children.Not.Attending.School.What.are.the.reasons...Child.labor..work.with.other.priorities,yes,
Children Not Attending School:What are the reasons ::Financial constraints (transport. uniforms. etc.),/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a4_VAF,Children.Not.Attending.School.What.are.the.reasons...Financial.constraints..transport..uniforms..etc..,yes,
Children Not Attending School:What are the reasons ::Distance to school,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a5_VAF,Children.Not.Attending.School.What.are.the.reasons...Distance.to.school,yes,
Children Not Attending School:What are the reasons ::Issues at school (overcrowding. turned away),/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a6_VAF,Children.Not.Attending.School.What.are.the.reasons...Issues.at.school..overcrowding..turned.away..,yes,
Children Not Attending School:What are the reasons ::Physical &/or verbal abuse,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a7_VAF,Children.Not.Attending.School.What.are.the.reasons...Physical.and..or.verbal.abuse,yes,
Children Not Attending School:What are the reasons ::Safety fears for movement outside the home/psychological distress/difficulties concentrating,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a8_VAF,Children.Not.Attending.School.What.are.the.reasons...Safety.fears.for.movement.outside.the.home..psychological.distress..difficulties.concentrating,yes,
Children Not Attending School:What are the reasons ::Do not know if school registration is possible or not,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a9_VAF,Children.Not.Attending.School.What.are.the.reasons...Do.not.know.if.school.registration.is.possible.or.not,yes,
Children Not Attending School:What are the reasons ::They were not going to school in COO,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a10,Children.Not.Attending.School.What.are.the.reasons...They.were.not.going.to.school.in.COO,yes,
Children Not Attending School:What are the reasons ::The family is waiting for the return to Country of Origin (COO) in order to register children in school,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a11,Children.Not.Attending.School.What.are.the.reasons...The.family.is.waiting.for.the.return.to.Country.of.Origin..COO..in.order.to.register.children.in.school,yes,
Children Not Attending School:What are the reasons ::Expired asylum-seeker certificate,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a12,Children.Not.Attending.School.What.are.the.reasons...Expired.asylum..seeker.certificate,yes,
Children Not Attending School:What are the reasons ::A big gap between their last grade in their home country vs the one that they are supposed to be in,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a13,Children.Not.Attending.School.What.are.the.reasons...A.big.gap.between.their.last.grade.in.their.home.country.vs.the.one.that.they.are.supposed.to.be.in,yes,
Children Not Attending School:What are the reasons ::Disability/serious health condition,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a14,Children.Not.Attending.School.What.are.the.reasons...Disability..serious.health.condition,yes,
Children Not Attending School:What are the reasons ::Difficult dialect/teaching methods/curriculum,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a15,Children.Not.Attending.School.What.are.the.reasons...Difficult.dialect..teaching.methods..curriculum,yes,
Children Not Attending School:What are the reasons ::Moving from one house to another,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a16,Children.Not.Attending.School.What.are.the.reasons...Moving.from.one.house.to.another,yes,
Children Not Attending School:What are the reasons ::New arrivals to Jordan/Arrival in the middle of the academic year,/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a17,Children.Not.Attending.School.What.are.the.reasons...New.arrivals.to.Jordan..Arrival.in.the.middle.of.the.academic.year,yes,
How many of your children (between 6-17 years) have missed education ::select Gender ::Male,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q5:edug1q5a1,How.many.of.your.children..between.6..17.years..have.missed.education...select.Gender...Male,yes,
How many of your children (between 6-17 years) have missed education ::select Gender ::Female,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q5:edug1q5a2,How.many.of.your.children..between.6..17.years..have.missed.education...select.Gender...Female,yes,
How many of your children (between 6-17 years) have missed education ::Number of years ::None,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a1,How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...None,yes,
How many of your children (between 6-17 years) have missed education ::Number of years ::Between 0-1 years,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a2,How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...Between.0..1.years,yes,
How many of your children (between 6-17 years) have missed education ::Number of years ::Between 1-3 years,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a3,How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...Between.1..3.years,yes,
How many of your children (between 6-17 years) have missed education ::Number of years ::More than 3 years,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a4,How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...More.than.3.years,yes,
How many of your children (between 6-17 years) have missed education ::Number of children missed school ?,/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q18,How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.children.missed.school...,yes,
Children Not Attending School:Were there any drop outs in the last academic year in your family :(children who are not in school):Yes,/Home_visit_version3/EDUG/edug2/edug2q9:Yes,Children.Not.Attending.School.Were.there.any.drop.outs.in.the.last.academic.year.in.your.family...children.who.are.not.in.school..Yes,,
Children Not Attending School:Were there any drop outs in the last academic year in your family :(children who are not in school):No,/Home_visit_version3/EDUG/edug2/edug2q9:No,Children.Not.Attending.School.Were.there.any.drop.outs.in.the.last.academic.year.in.your.family...children.who.are.not.in.school..No,,
Children Not Attending School:If yes. why :,/Home_visit_version3/EDUG/edug2/edug2q10,Children.Not.Attending.School.If.yes..why..,,yes
Children Not Attending School:Which types of informal education are the children interested in?:Basic learning (reading & writing. etc.),/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a1,Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...Basic.learning..reading.and.writing..etc..,,
Children Not Attending School:Which types of informal education are the children interested in?:Technical skills (mechanics. etc.),/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a2,Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...Technical.skills..mechanics..etc..,,
Children Not Attending School:Which types of informal education are the children interested in?:Recreational activates,/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a3,Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...Recreational.activates,,
Children Not Attending School:Which types of informal education are the children interested in?:NA,/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a4,Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...NA,,
Children Not Attending School:Number of children with special educational needs :,/Home_visit_version3/EDUG/edug2/edug2q15,Children.Not.Attending.School.Number.of.children.with.special.educational.needs..,,
Children Not Attending School:Names of children with special educational needs :,/Home_visit_version3/EDUG/edug2/edug2q16,Children.Not.Attending.School.Names.of.children.with.special.educational.needs..,,
Education:Do you have a school agged youth ?:Yes,/Home_visit_version3/EDUG/edg311:Yes,Education.Do.you.have.a.school.aged.youth....Yes,,
Education:Do you have a school agged youth ?:No,/Home_visit_version3/EDUG/edg311:No,Education.Do.you.have.a.school.aged.youth....No,,
Education:Do you have a school agged youth ?:NA,/Home_visit_version3/EDUG/edg311:NA,Education.Do.you.have.a.school.aged.youth....NA,,
Youth (16-24 years):How many youth have completed basic education (10th grade) either in COO or in Jordan?male,/Home_visit_version3/EDUG/edug3/edug3q1_VAF,Youth..16..24.years..How.many.youth.have.completed.basic.education..10th.grade..either.in.COO.or.in.Jordan..male,yes,
Youth (16-24 years):How many youth have completed basic education (10th grade) either in COO or in Jordan? Female,/Home_visit_version3/EDUG/edug3/edug3q2_VAF,Youth..16..24.years..How.many.youth.have.completed.basic.education..10th.grade..either.in.COO.or.in.Jordan...Female,yes,
Youth (16-24 years):How many HH members aged 16-24 in the household are not in education not employed and not in training? Male:______________,/Home_visit_version3/EDUG/edug3/edug3q3_VAF,Youth..16..24.years..How.many.HH.members.aged.16..24.in.the.household.are.not.in.education.not.employed.and.not.in.training...Male.,yes,
Youth (16-24 years):How many HH members aged 16-24 in the household are not in education not employed and not in training? FeMale:______________,/Home_visit_version3/EDUG/edug3/edug3q4_VAF,Youth..16..24.years..How.many.HH.members.aged.16..24.in.the.household.are.not.in.education.not.employed.and.not.in.training...FeMale.,yes,
Other Information:Number of kids who are going to nursery &/or kindergarten :,/Home_visit_version3/EDUG/edug4/edug4q1,Other.Information.Number.of.kids.who.are.going.to.nursery.and..or.kindergarten..,,
Number of family members who are going to universities in Jordan ::Type of university ::Public,/Home_visit_version3/EDUG/edug4/edug4q2/edug4q3:edug4q2a1,Number.of.family.members.who.are.going.to.universities.in.Jordan...Type.of.university...Public,,
Number of family members who are going to universities in Jordan ::Type of university ::Private,/Home_visit_version3/EDUG/edug4/edug4q2/edug4q3:edug4q2a2,Number.of.family.members.who.are.going.to.universities.in.Jordan...Type.of.university...Private,,
Number of family members who are going to universities in Jordan ::Name of the universities :,/Home_visit_version3/EDUG/edug4/edug4q2/edug4q4,Number.of.family.members.who.are.going.to.universities.in.Jordan...Name.of.the.universities..,,
Medical Condition:Are your family members (in the same file) suffering from chronic diseases ::Yes,/Home_visit_version3/Health/hthg1/hthg1q1:Yes,Medical.Condition.Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases...Yes,,
Medical Condition:Are your family members (in the same file) suffering from chronic diseases ::No,/Home_visit_version3/Health/hthg1/hthg1q1:No,Medical.Condition.Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases...No,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Father,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a1,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Father,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Mother,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a2,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Mother,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Children under 5 years,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a3,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Children.under.5.years,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Children above 5 years,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a4,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Children.above.5.years,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Other. please specify:,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a5,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Other..please.specify.,,
Are your family members (in the same file) suffering from chronic diseases:Name:_____________,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q9,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.Name.,,yes
Are your family members (in the same file) suffering from chronic diseases:Relationship:___________,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q10,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.Relationship.,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Hypertension,/Home_visit_version3/Health/hthg1/hthg1q2/hthtg1q4:hthtg1q4a1,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Hypertension,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Diabetes,/Home_visit_version3/Health/hthg1/hthg1q2/hthtg1q4:hthtg1q4a2,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Diabetes,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Cardiovascular,/Home_visit_version3/Health/hthg1/hthg1q2/hthtg1q4:hthtg1q4a3,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Cardiovascular,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Critical medical condition (life-threatening),/Home_visit_version3/Health/hthg1/hthg1q2/hthtg1q4:hthtg1q4a4,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Critical.medical.condition..life..threatening..,,
Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Other. specify,/Home_visit_version3/Health/hthg1/hthg1q2/hthtg1q4:hthtg1q4a5,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Other..specify,,
Are your family members (in the same file) suffering from chronic diseases:IF other please specify :,/Home_visit_version3/Health/hthg1/hthg1q2/hthtg1q6,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.IF.other.please.specify..,,yes
Are your family members (in the same file) suffering from chronic diseases:IF Children under 5 years or upove 5 years old how many :,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q5,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.IF.Children.under.5.years.or.upove.5.years.old.how.many..,,
Are your family members (in the same file) suffering from chronic diseases:Medical reports checked::Yes,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q7:Yes,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.Medical.reports.checked..Yes,,
Are your family members (in the same file) suffering from chronic diseases:Medical reports checked::No,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q7:No,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.Medical.reports.checked..No,,
Are your family members (in the same file) suffering from chronic diseases:Medical reports checked :,/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q8,Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.Medical.reports.checked..,,
Access to Health Services:If there was a medical need. were you or any of your family members able to access public hospitals/clinics in the past six months ::Yes,/Home_visit_version3/Health/hthg2/hthg2q1_VAF:Yes,Access.to.Health.Services.If.there.was.a.medical.need..were.you.or.any.of.your.family.members.able.to.access.public.hospitals..clinics.in.the.past.six.months...Yes,yes,
Access to Health Services:If there was a medical need. were you or any of your family members able to access public hospitals/clinics in the past six months ::No,/Home_visit_version3/Health/hthg2/hthg2q1_VAF:No,Access.to.Health.Services.If.there.was.a.medical.need..were.you.or.any.of.your.family.members.able.to.access.public.hospitals..clinics.in.the.past.six.months...No,yes,
Access to Health Services:If there was a medical need. were you or any of your family members able to access public hospitals/clinics in the past six months ::NA,/Home_visit_version3/Health/hthg2/hthg2q1_VAF:NA,Access.to.Health.Services.If.there.was.a.medical.need..were.you.or.any.of.your.family.members.able.to.access.public.hospitals..clinics.in.the.past.six.months...NA,yes,
Access to Health Services:If yes. where ::Public clinic/hospital,/Home_visit_version3/Health/hthg2/hthg2q2_VAF:hthg2q2a1,Access.to.Health.Services.If.yes..where...Public.clinic..hospital,yes,
Access to Health Services:If yes. where ::Private clinic/hospital,/Home_visit_version3/Health/hthg2/hthg2q2_VAF:hthg2q2a2,Access.to.Health.Services.If.yes..where...Private.clinic..hospital,yes,
Access to Health Services:If yes. where ::CBOs/NGOs,/Home_visit_version3/Health/hthg2/hthg2q2_VAF:hthg2q2a3,Access.to.Health.Services.If.yes..where...CBOs..NGOs,yes,
Access to Health Services:If yes. where ::UNHCR supported organization (JHAS. Caritas),/Home_visit_version3/Health/hthg2/hthg2q2_VAF:hthg2q2a4,Access.to.Health.Services.If.yes..where...UNHCR.supported.organization..JHAS..Caritas..,yes,
Access to Health Services:If no. why ::Finances (cost of transport. fees. etc.),/Home_visit_version3/Health/hthg2/hthg2q3_VAF:hthg2q3a1,Access.to.Health.Services.If.no..why...Finances..cost.of.transport..fees..etc..,yes,
Access to Health Services:If no. why ::Documentation (problems related to MOI/service card or UNHCR certificate),/Home_visit_version3/Health/hthg2/hthg2q3_VAF:hthg2q3a2,Access.to.Health.Services.If.no..why...Documentation..problems.related.to.MOI..service.card.or.UNHCR.certificate..,yes,
Access to Health Services:If no. why ::Relevant medical services were not available (specialization not available. medication not available. etc.),/Home_visit_version3/Health/hthg2/hthg2q3_VAF:hthg2q3a3,Access.to.Health.Services.If.no..why...Relevant.medical.services.were.not.available..specialization.not.available..medication.not.available..etc..,yes,
