check_label	v4	onlyv4	onlyv3	labelv4	schemav4	labelv3	schemav3	short	vaf	identify
0	yes			n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent adult family members to beg:No. because I have exhausted this strategy already and cannot do it anymore	/home_visit_4/FS/fsg5_VAF/fsg5q7:fsg5q1a3	n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent adult family members to beg:No. because I have exhausted this strategy already and cannot do it anymore	/Home_visit_version3/FS/fsg5_VAF/fsg5q7:fsg5q1a3	In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.adult.family.members.to.beg.No..exhausted.this.strategy	yes	
0	yes			n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:Yes	/home_visit_4/FS/fsg5_VAF/fsg5q8:fsg5q1a1	n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:Yes	/Home_visit_version3/FS/fsg5_VAF/fsg5q8:fsg5q1a1	In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.children..under.18..family.members.to.beg.Yes	yes	
0	yes			n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:No	/home_visit_4/FS/fsg5_VAF/fsg5q8:fsg5q1a2	n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:No	/Home_visit_version3/FS/fsg5_VAF/fsg5q8:fsg5q1a2	In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.children..under.18..family.members.to.beg.No	yes	
0	yes			n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:No. because I have exhausted this strategy already and cannot do it anymore	/home_visit_4/FS/fsg5_VAF/fsg5q8:fsg5q1a3	n the past 30 days. has your family applied any of the below strategies to meet basic food needs?:Sent children (under 18) family members to beg:No. because I have exhausted this strategy already and cannot do it anymore	/Home_visit_version3/FS/fsg5_VAF/fsg5q8:fsg5q1a3	In.the.past.30.days..has.your.family.applied.any.of.the.below.strategies.to.meet.basic.food.needs...Sent.children..under.18..family.members.to.beg.No..because.I.have.exhausted.this.strategy.already.and.cannot.do.it.anymore	yes	
0	yes			:Do you have a school agged children ?:Yes	/home_visit_4/yesnowhy:Yes	:Do you have a school agged children ?:Yes	/Home_visit_version3/yesnowhy:Yes	Do.you.have.a.school.agged.children....Yes		
0	yes			:Do you have a school agged children ?:No	/home_visit_4/yesnowhy:No	:Do you have a school agged children ?:No	/Home_visit_version3/yesnowhy:No	Do.you.have.a.school.agged.children....No		
0	yes			Children Attending school:Number of children/youth attending school:	/home_visit_4/EDUG/edug1/edug1q1	Children Attending school:Number of children/youth attending school:	/Home_visit_version3/EDUG/edug1/edug1q1	Children.Attending.school.Number.of.children..youth.attending.school.		
0	yes			Currently. how many of your children do the following:Name :	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q4	Currently. how many of your children do the following:Name :	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q4	Currently..how.many.of.your.children.do.the.following.Name..	yes	
0	yes			Currently. how many of your children do the following:Gender ::Male	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q5:edug1q5a1	Currently. how many of your children do the following:Gender ::Male	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q5:edug1q5a1	Currently..how.many.of.your.children.do.the.following.Gender...Male	yes	
0	yes			Currently. how many of your children do the following:Gender ::Female	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q5:edug1q5a2	Currently. how many of your children do the following:Gender ::Female	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q5:edug1q5a2	Currently..how.many.of.your.children.do.the.following.Gender...Female	yes	
0	yes			Currently. how many of your children do the following:Age ::6-12 years	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q6:edug1q6a1	Currently. how many of your children do the following:Age ::6-12 years	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q6:edug1q6a1	Currently..how.many.of.your.children.do.the.following.Age...6..12.years	yes	
0	yes			Currently. how many of your children do the following:Age ::Between 13-17	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q6:edug1q6a2	Currently. how many of your children do the following:Age ::Between 13-17	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q6:edug1q6a2	Currently..how.many.of.your.children.do.the.following.Age...Between.13..17	yes	
0	yes			Currently. how many of your children do the following:Age ::Between 16-24	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q6:edug1q6a3	Currently. how many of your children do the following:Age ::Between 16-24	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q6:edug1q6a3	Currently..how.many.of.your.children.do.the.following.Age...Between.16..24	yes	
0	yes			Currently. how many of your children do the following:Public/Private ::Public	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q7:edug1q7a2	Currently. how many of your children do the following:Public/Private ::Public	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q7:edug1q7a2	Currently..how.many.of.your.children.do.the.following.Public..Private...Public	yes	
0	yes			Currently. how many of your children do the following:Public/Private ::Private	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q7:edug1q7a1	Currently. how many of your children do the following:Public/Private ::Private	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q7:edug1q7a1	Currently..how.many.of.your.children.do.the.following.Public..Private...Private	yes	
0	yes			Currently. how many of your children do the following:Public/Private ::Other educational services (community centers. etc.)	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q7:edug1q7a3	Currently. how many of your children do the following:Public/Private ::Other educational services (community centers. etc.)	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q7:edug1q7a3	Currently..how.many.of.your.children.do.the.following.Public..Private...Other.educational.services..community.centers..etc..	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Specific need/disability	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a1	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Specific need/disability	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a1	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Specific.need..disability	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Psychological condition	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a2	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Psychological condition	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a2	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Psychological.condition	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Better quality of education	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a3	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Better quality of education	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a3	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Better.quality.of.education	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Violence at public school	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a4	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Violence at public school	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a4	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Violence.at.public.school	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:No access to public school	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a5	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:No access to public school	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a5	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...No.access.to.public.school	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Donation	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a6	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Donation	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a6	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Donation	yes	
0	yes			Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Other reasons	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1q8:edug1q8a7	Currently. how many of your children do the following:If they are enrolled in private school. what are the reasons?:Other reasons	/Home_visit_version3/EDUG/edug1/edug1q2_VAF/edug1q8:edug1q8a7	Currently..how.many.of.your.children.do.the.following.If.they.are.enrolled.in.private.school..what.are.the.reasons...Other.reasons	yes	
1	yes	yes		Currently. how many of your children do the following:IF other please specify :	/home_visit_4/EDUG/edug1/VAF_edug1q2/edug1h			Currently..how.many.of.your.children.do.the.following..IF.other.please.specify...	yes	
0	yes			Children Not Attending School:Number of children not attending school :Male:______________	/home_visit_4/EDUG/edug2/edug2q1	Children Not Attending School:Number of children not attending school :Male:______________	/Home_visit_version3/EDUG/edug2/edug2q1	Children.Not.Attending.School.Number.of.children.not.attending.school..Male.		
0	yes			Children Not Attending School:Number of children not attending school :Female:______________	/home_visit_4/EDUG/edug2/edug21q17	Children Not Attending School:Number of children not attending school :Female:______________	/Home_visit_version3/EDUG/edug2/edug21q17	Children.Not.Attending.School.Number.of.children.not.attending.school..Female.		
0	yes			Children Not Attending School:What are the reasons ::Not interested in school (/cultural/not useful)	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a1_VAF	Children Not Attending School:What are the reasons ::Not interested in school (/cultural/not useful)	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a1_VAF	Children.Not.Attending.School.What.are.the.reasons...Not.interested.in.school....cultural..not.useful..	yes	
0	yes			Children Not Attending School:What are the reasons ::Child marriage/engagement	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a2_VAF	Children Not Attending School:What are the reasons ::Child marriage/engagement	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a2_VAF	Children.Not.Attending.School.What.are.the.reasons...Child.marriage..engagement	yes	
0	yes			Children Not Attending School:What are the reasons ::Child labor/work with other priorities	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a3_VAF	Children Not Attending School:What are the reasons ::Child labor/work with other priorities	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a3_VAF	Children.Not.Attending.School.What.are.the.reasons...Child.labor..work.with.other.priorities	yes	
0	yes			Children Not Attending School:What are the reasons ::Financial constraints (transport. uniforms. etc.)	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a4_VAF	Children Not Attending School:What are the reasons ::Financial constraints (transport. uniforms. etc.)	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a4_VAF	Children.Not.Attending.School.What.are.the.reasons...Financial.constraints..transport..uniforms..etc..	yes	
0	yes			Children Not Attending School:What are the reasons ::Distance to school	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a5_VAF	Children Not Attending School:What are the reasons ::Distance to school	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a5_VAF	Children.Not.Attending.School.What.are.the.reasons...Distance.to.school	yes	
0	yes			Children Not Attending School:What are the reasons ::Issues at school (overcrowding. turned away)	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a6_VAF	Children Not Attending School:What are the reasons ::Issues at school (overcrowding. turned away)	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a6_VAF	Children.Not.Attending.School.What.are.the.reasons...Issues.at.school..overcrowding..turned.away..	yes	
0	yes			Children Not Attending School:What are the reasons ::Physical &/or verbal abuse	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a7_VAF	Children Not Attending School:What are the reasons ::Physical &/or verbal abuse	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a7_VAF	Children.Not.Attending.School.What.are.the.reasons...Physical.and..or.verbal.abuse	yes	
0	yes			Children Not Attending School:What are the reasons ::Safety fears for movement outside the home/psychological distress/difficulties concentrating	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a8_VAF	Children Not Attending School:What are the reasons ::Safety fears for movement outside the home/psychological distress/difficulties concentrating	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a8_VAF	Children.Not.Attending.School.What.are.the.reasons...Safety.fears.for.movement.outside.the.home..psychological.distress..difficulties.concentrating	yes	
0	yes			Children Not Attending School:What are the reasons ::Do not know if school registration is possible or not	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a9_VAF	Children Not Attending School:What are the reasons ::Do not know if school registration is possible or not	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a9_VAF	Children.Not.Attending.School.What.are.the.reasons...Do.not.know.if.school.registration.is.possible.or.not	yes	
0	yes			Children Not Attending School:What are the reasons ::They were not going to school in COO	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a10	Children Not Attending School:What are the reasons ::They were not going to school in COO	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a10	Children.Not.Attending.School.What.are.the.reasons...They.were.not.going.to.school.in.COO	yes	
0	yes			Children Not Attending School:What are the reasons ::The family is waiting for the return to Country of Origin (COO) in order to register children in school	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a11	Children Not Attending School:What are the reasons ::The family is waiting for the return to Country of Origin (COO) in order to register children in school	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a11	Children.Not.Attending.School.What.are.the.reasons...The.family.is.waiting.for.the.return.to.Country.of.Origin..COO..in.order.to.register.children.in.school	yes	yes
0	yes			Children Not Attending School:What are the reasons ::Expired asylum-seeker certificate	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a12	Children Not Attending School:What are the reasons ::Expired asylum-seeker certificate	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a12	Children.Not.Attending.School.What.are.the.reasons...Expired.asylum..seeker.certificate	yes	
0	yes			Children Not Attending School:What are the reasons ::A big gap between their last grade in their home country vs the one that they are supposed to be in	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a13	Children Not Attending School:What are the reasons ::A big gap between their last grade in their home country vs the one that they are supposed to be in	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a13	Children.Not.Attending.School.What.are.the.reasons...A.big.gap.between.their.last.grade.in.their.home.country.vs.the.one.that.they.are.supposed.to.be.in	yes	
0	yes			Children Not Attending School:What are the reasons ::Disability/serious health condition	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a14	Children Not Attending School:What are the reasons ::Disability/serious health condition	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a14	Children.Not.Attending.School.What.are.the.reasons...Disability..serious.health.condition	yes	
0	yes			Children Not Attending School:What are the reasons ::Difficult dialect/teaching methods/curriculum	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a15	Children Not Attending School:What are the reasons ::Difficult dialect/teaching methods/curriculum	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a15	Children.Not.Attending.School.What.are.the.reasons...Difficult.dialect..teaching.methods..curriculum	yes	
0	yes			Children Not Attending School:What are the reasons ::Moving from one house to another	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a16	Children Not Attending School:What are the reasons ::Moving from one house to another	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a16	Children.Not.Attending.School.What.are.the.reasons...Moving.from.one.house.to.another	yes	
0	yes			Children Not Attending School:What are the reasons ::New arrivals to Jordan/Arrival in the middle of the academic year	/home_visit_4/EDUG/edug2/VAF_edug2q2:edug2q2a17	Children Not Attending School:What are the reasons ::New arrivals to Jordan/Arrival in the middle of the academic year	/Home_visit_version3/EDUG/edug2/edug2q2_VAF:edug2q2a17	Children.Not.Attending.School.What.are.the.reasons...New.arrivals.to.Jordan..Arrival.in.the.middle.of.the.academic.year	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::select Gender ::Male	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q5:edug1q5a1	How many of your children (between 6-17 years) have missed education ::select Gender ::Male	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q5:edug1q5a1	How.many.of.your.children..between.6..17.years..have.missed.education...select.Gender...Male	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::select Gender ::Female	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q5:edug1q5a2	How many of your children (between 6-17 years) have missed education ::select Gender ::Female	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q5:edug1q5a2	How.many.of.your.children..between.6..17.years..have.missed.education...select.Gender...Female	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::Number of years ::None	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a1	How many of your children (between 6-17 years) have missed education ::Number of years ::None	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a1	How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...None	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::Number of years ::Between 0-1 years	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a2	How many of your children (between 6-17 years) have missed education ::Number of years ::Between 0-1 years	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a2	How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...Between.0..1.years	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::Number of years ::Between 1-3 years	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a3	How many of your children (between 6-17 years) have missed education ::Number of years ::Between 1-3 years	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a3	How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...Between.1..3.years	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::Number of years ::More than 3 years	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a4	How many of your children (between 6-17 years) have missed education ::Number of years ::More than 3 years	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q6:edug2q6a4	How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.years...More.than.3.years	yes	
0	yes			How many of your children (between 6-17 years) have missed education ::Number of children missed school ?	/home_visit_4/EDUG/edug2/edug2q3_VAF/edug2q18	How many of your children (between 6-17 years) have missed education ::Number of children missed school ?	/Home_visit_version3/EDUG/edug2/edug2q3_VAF/edug2q18	How.many.of.your.children..between.6..17.years..have.missed.education...Number.of.children.missed.school...	yes	
0	yes			Children Not Attending School:Were there any drop outs in the last academic year in your family :(children who are not in school):Yes	/home_visit_4/EDUG/edug2/edug2q9:Yes	Children Not Attending School:Were there any drop outs in the last academic year in your family :(children who are not in school):Yes	/Home_visit_version3/EDUG/edug2/edug2q9:Yes	Children.Not.Attending.School.Were.there.any.drop.outs.in.the.last.academic.year.in.your.family...children.who.are.not.in.school..Yes		
0	yes			Children Not Attending School:Were there any drop outs in the last academic year in your family :(children who are not in school):No	/home_visit_4/EDUG/edug2/edug2q9:No	Children Not Attending School:Were there any drop outs in the last academic year in your family :(children who are not in school):No	/Home_visit_version3/EDUG/edug2/edug2q9:No	Children.Not.Attending.School.Were.there.any.drop.outs.in.the.last.academic.year.in.your.family...children.who.are.not.in.school..No		
0	yes			Children Not Attending School:If yes. why :	/home_visit_4/EDUG/edug2/edug2q10	Children Not Attending School:If yes. why :	/Home_visit_version3/EDUG/edug2/edug2q10	Children.Not.Attending.School.If.yes..why..		
0	yes			Children Not Attending School:Which types of informal education are the children interested in?:Basic learning (reading & writing. etc.)	/home_visit_4/EDUG/edug2/eduq2q18:eduq2q18a1	Children Not Attending School:Which types of informal education are the children interested in?:Basic learning (reading & writing. etc.)	/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a1	Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...Basic.learning..reading.and.writing..etc..		
0	yes			Children Not Attending School:Which types of informal education are the children interested in?:Technical skills (mechanics. etc.)	/home_visit_4/EDUG/edug2/eduq2q18:eduq2q18a2	Children Not Attending School:Which types of informal education are the children interested in?:Technical skills (mechanics. etc.)	/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a2	Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...Technical.skills..mechanics..etc..		
0	yes			Children Not Attending School:Which types of informal education are the children interested in?:Recreational activates	/home_visit_4/EDUG/edug2/eduq2q18:eduq2q18a3	Children Not Attending School:Which types of informal education are the children interested in?:Recreational activates	/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a3	Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...Recreational.activates		
0	yes			Children Not Attending School:Which types of informal education are the children interested in?:NA	/home_visit_4/EDUG/edug2/eduq2q18:eduq2q18a4	Children Not Attending School:Which types of informal education are the children interested in?:NA	/Home_visit_version3/EDUG/edug2/eduq2q18:eduq2q18a4	Children.Not.Attending.School.Which.types.of.informal.education.are.the.children.interested.in...NA		
0	yes			Children Not Attending School:Number of children with special educational needs :	/home_visit_4/EDUG/edug2/edug2q15	Children Not Attending School:Number of children with special educational needs :	/Home_visit_version3/EDUG/edug2/edug2q15	Children.Not.Attending.School.Number.of.children.with.special.educational.needs..		
0	yes			Children Not Attending School:Names of children with special educational needs :	/home_visit_4/EDUG/edug2/edug2q16	Children Not Attending School:Names of children with special educational needs :	/Home_visit_version3/EDUG/edug2/edug2q16	Children.Not.Attending.School.Names.of.children.with.special.educational.needs..		
0	yes			Education:Do you have a school agged youth ?:Yes	/home_visit_4/EDUG/edg311:Yes	Education:Do you have a school agged youth ?:Yes	/Home_visit_version3/EDUG/edg311:Yes	Education.Do.you.have.a.school.aged.youth....Yes		
0	yes			Education:Do you have a school agged youth ?:No	/home_visit_4/EDUG/edg311:No	Education:Do you have a school agged youth ?:No	/Home_visit_version3/EDUG/edg311:No	Education.Do.you.have.a.school.aged.youth....No		
0	yes			Education:Do you have a school agged youth ?:NA	/home_visit_4/EDUG/edg311:NA	Education:Do you have a school agged youth ?:NA	/Home_visit_version3/EDUG/edg311:NA	Education.Do.you.have.a.school.aged.youth....NA		yes
1	yes			Youth (17-24 years):How many youth have completed basic education (10th grade) either in COO or in Jordan?male	/home_visit_4/EDUG/edug3/VAF_edug3q1	Youth (16-24 years):How many youth have completed basic education (10th grade) either in COO or in Jordan?male	/Home_visit_version3/EDUG/edug3/edug3q1_VAF	Youth..16..24.years..How.many.youth.have.completed.basic.education..10th.grade..either.in.COO.or.in.Jordan..male	yes	
1	yes			Youth (17-24 years):How many youth have completed basic education (10th grade) either in COO or in Jordan? Female	/home_visit_4/EDUG/edug3/VAF_edug3q2	Youth (16-24 years):How many youth have completed basic education (10th grade) either in COO or in Jordan? Female	/Home_visit_version3/EDUG/edug3/edug3q2_VAF	Youth..16..24.years..How.many.youth.have.completed.basic.education..10th.grade..either.in.COO.or.in.Jordan...Female	yes	
1	yes			Youth (17-24 years):How many HH members aged 16-24 in the household are not in education not employed and not in training? Male:______________	/home_visit_4/EDUG/edug3/VAF_edug3q3	Youth (16-24 years):How many HH members aged 16-24 in the household are not in education not employed and not in training? Male:______________	/Home_visit_version3/EDUG/edug3/edug3q3_VAF	Youth..16..24.years..How.many.HH.members.aged.16..24.in.the.household.are.not.in.education.not.employed.and.not.in.training...Male.	yes	
1	yes			Youth (17-24 years):How many HH members aged 16-24 in the household are not in education not employed and not in training? FeMale:______________	/home_visit_4/EDUG/edug3/VAF_edug3q4	Youth (16-24 years):How many HH members aged 16-24 in the household are not in education not employed and not in training? FeMale:______________	/Home_visit_version3/EDUG/edug3/edug3q4_VAF	Youth..16..24.years..How.many.HH.members.aged.16..24.in.the.household.are.not.in.education.not.employed.and.not.in.training...FeMale.	yes	
0	yes			Other Information:Number of kids who are going to nursery &/or kindergarten :	/home_visit_4/EDUG/edug4/edug4q1	Other Information:Number of kids who are going to nursery &/or kindergarten :	/Home_visit_version3/EDUG/edug4/edug4q1	Other.Information.Number.of.kids.who.are.going.to.nursery.and..or.kindergarten..		
0	yes			Number of family members who are going to universities in Jordan ::Type of university ::Public	/home_visit_4/EDUG/edug4/edug4q2/edug4q3:edug4q2a1	Number of family members who are going to universities in Jordan ::Type of university ::Public	/Home_visit_version3/EDUG/edug4/edug4q2/edug4q3:edug4q2a1	Number.of.family.members.who.are.going.to.universities.in.Jordan...Type.of.university...Public		
0	yes			Number of family members who are going to universities in Jordan ::Type of university ::Private	/home_visit_4/EDUG/edug4/edug4q2/edug4q3:edug4q2a2	Number of family members who are going to universities in Jordan ::Type of university ::Private	/Home_visit_version3/EDUG/edug4/edug4q2/edug4q3:edug4q2a2	Number.of.family.members.who.are.going.to.universities.in.Jordan...Type.of.university...Private		yes
0	yes			Number of family members who are going to universities in Jordan ::Name of the universities :	/home_visit_4/EDUG/edug4/edug4q2/edug4q4	Number of family members who are going to universities in Jordan ::Name of the universities :	/Home_visit_version3/EDUG/edug4/edug4q2/edug4q4	Number.of.family.members.who.are.going.to.universities.in.Jordan...Name.of.the.universities..		
1	yes			Medical Condition:Are your family members (in the same file) suffering from chronic diseases/impairments/disabilities?:Yes	/home_visit_4/Health/hthg1/hthg1q1:Yes	Medical Condition:Are your family members (in the same file) suffering from chronic diseases ::Yes	/Home_visit_version3/Health/hthg1/hthg1q1:Yes	Medical.Condition.Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases...Yes		
1	yes			Medical Condition:Are your family members (in the same file) suffering from chronic diseases/impairments/disabilities?:No	/home_visit_4/Health/hthg1/hthg1q1:No	Medical Condition:Are your family members (in the same file) suffering from chronic diseases ::No	/Home_visit_version3/Health/hthg1/hthg1q1:No	Medical.Condition.Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases...No		
1	yes			family members (in the same file) suffering from chronic diseases/impairments/disabilities?:If yes. specify : (whom) ::Father	/home_visit_4/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a1	Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Father	/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a1	Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Father		
1	yes			family members (in the same file) suffering from chronic diseases/impairments/disabilities?:If yes. specify : (whom) ::Mother	/home_visit_4/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a2	Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Mother	/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a2	Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Mother		
1	yes			family members (in the same file) suffering from chronic diseases/impairments/disabilities?:If yes. specify : (whom) ::Children under 5 years	/home_visit_4/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a3	Are your family members (in the same file) suffering from chronic diseases:If yes. specify ::Children under 5 years	/Home_visit_version3/Health/hthg1/hthg1q2/hthg1q3:hthg1q3a3	Are.your.family.members..in.the.same.file..suffering.from.chronic.diseases.If.yes..specify...Children.under.5.years		
